Timestamp,Mode,Main,Azimuth(deg),Elevation(deg),Distance(m),RWS(m/s),CNR(dB),Temperature(°C),Relative Humidity(%),Air Pressure(kPa),Wind Speed(m/s),Wind Direction(deg),X Wind Speed(m/s),Y Wind Speed(m/s),Z Wind Speed(m/s),Serial Number,BKS,Wind Shear,Spectrum Width(m/s),Spectrum Intensity(dB),Craft Broaden(m),Craft RWS(m/s),Beta,YawAngle(deg),Index,Cloud Height(m),Aerosol Height(m),Atmospheric Boundary Layer(m)
2025/10/05 00:00:00.934,0.0,-0.01,57.029,2.875,1239.0,-15.46,13.993,28.4,84.7,100.52,0.0,0.0,0.0,0.0,,2.0,140.592,0.0,3.027,140.705,4.844,-15.46,3.197798e-06,0.0,10.0,,,258.3
2025/10/05 00:00:00.934,0.0,-0.01,57.029,2.875,1256.0,-15.309,13.688,28.4,84.7,100.52,0.0,0.0,0.0,0.0,,2.0,140.295,0.0,3.027,140.239,4.844,-15.309,3.23788e-06,0.0,10.0,,,258.3
2025/10/05 00:00:00.934,0.0,-0.01,57.029,2.875,1273.0,-15.158,13.688,28.4,84.7,100.52,0.0,0.0,0.0,0.0,,2.0,140.295,0.0,3.027,140.414,4.844,-15.158,3.282302e-06,0.0,10.0,,,258.3
2025/10/05 00:00:00.934,0.0,-0.01,57.029,2.875,1290.0,-14.97,13.871,28.4,84.7,100.52,0.0,0.0,0.0,0.0,,2.0,140.506,0.0,3.027,140.476,4.844,-14.97,3.338266e-06,0.0,10.0,,,258.3
2025/10/05 00:00:00.934,0.0,-0.01,57.029,2.875,1307.0,-14.943,14.018,28.4,84.7,100.52,0.0,0.0,0.0,0.0,,2.0,140.659,0.0,3.027,140.645,4.844,-14.943,3.402878e-06,0.0,10.0,,,258.3
2025/10/05 00:00:00.934,0.0,-0.01,57.029,2.875,1324.0,-15.024,13.927,28.4,84.7,100.52,0.0,0.0,0.0,0.0,,2.0,140.565,0.0,3.027,140.473,4.844,-15.024,3.45338e-06,0.0,10.0,,,258.3
2025/10/05 00:00:00.934,0.0,-0.01,57.029,2.875,1341.0,-15.218,13.609,28.4,84.7,100.52,0.0,0.0,0.0,0.0,,2.0,140.212,0.0,3.33,140.255,4.844,-15.218,3.485592e-06,0.0,10.0,,,258.3
2025/10/05 00:00:00.934,0.0,-0.01,57.029,2.875,1358.0,-15.678,13.183,28.4,84.7,100.52,0.0,0.0,0.0,0.0,,2.0,139.745,0.0,3.027,139.959,5.146,-15.678,3.507837e-06,0.0,10.0,,,258.3
2025/10/05 00:00:00.934,0.0,-0.01,57.029,2.875,1375.0,-16.002,13.37,28.4,84.7,100.52,0.0,0.0,0.0,0.0,,2.0,139.9,0.0,3.027,140.085,4.844,-16.002,3.527217e-06,0.0,10.0,,,258.3
2025/10/05 00:00:00.934,0.0,-0.01,57.029,2.875,1392.0,-16.072,13.536,28.4,84.7,100.52,0.0,0.0,0.0,0.0,,2.0,140.074,0.0,3.027,140.192,4.541,-16.072,3.541974e-06,0.0,10.0,,,258.3
2025/10/05 00:00:00.934,0.0,-0.01,57.029,2.875,1409.0,-16.011,13.549,28.4,84.7,100.52,0.0,0.0,0.0,0.0,,2.0,140.087,0.0,3.027,140.256,4.844,-16.011,3.55145e-06,0.0,10.0,,,258.3
2025/10/05 00:00:00.934,0.0,-0.01,57.029,2.875,1426.0,-15.827,13.468,28.4,84.7,100.52,0.0,0.0,0.0,0.0,,2.0,140.023,0.0,3.33,140.072,4.844,-15.827,3.567789e-06,0.0,10.0,,,258.3
2025/10/05 00:00:00.934,0.0,-0.01,57.029,2.875,1443.0,-15.503,13.287,28.4,84.7,100.52,0.0,0.0,0.0,0.0,,2.0,139.854,0.0,3.33,139.954,4.844,-15.503,3.582529e-06,0.0,10.0,,,258.3
2025/10/05 00:00:00.934,0.0,-0.01,57.029,2.875,1460.0,-15.206,13.248,28.4,84.7,100.52,0.0,0.0,0.0,0.0,,2.0,139.834,0.0,3.33,139.916,4.844,-15.206,3.588749e-06,0.0,10.0,,,258.3
2025/10/05 00:00:00.934,0.0,-0.01,57.029,2.875,1477.0,-15.173,13.179,28.4,84.7,100.52,0.0,0.0,0.0,0.0,,2.0,139.762,0.0,3.027,139.89,4.541,-15.173,3.597129e-06,0.0,10.0,,,258.3
2025/10/05 00:00:00.934,0.0,-0.01,57.029,2.875,1494.0,-15.227,13.061,28.4,84.7,100.52,0.0,0.0,0.0,0.0,,2.0,139.638,0.0,3.33,139.699,4.844,-15.227,3.619479e-06,0.0,10.0,,,258.3
2025/10/05 00:00:00.934,0.0,-0.01,57.029,2.875,1511.0,-15.167,12.955,28.4,84.7,100.52,0.0,0.0,0.0,0.0,,2.0,139.525,0.0,3.027,139.681,5.146,-15.167,3.65168e-06,0.0,10.0,,,258.3
2025/10/05 00:00:00.934,0.0,-0.01,57.029,2.875,1528.0,-14.658,12.914,28.4,84.7,100.52,0.0,0.0,0.0,0.0,,2.0,139.523,0.0,3.33,139.591,5.449,-14.658,3.689579e-06,0.0,10.0,,,258.3
2025/10/05 00:00:00.934,0.0,-0.01,57.029,2.875,1545.0,-14.237,13.328,28.4,84.7,100.52,0.0,0.0,0.0,0.0,,2.0,139.978,0.0,3.33,140.135,5.146,-14.237,3.724838e-06,0.0,10.0,,,258.3
2025/10/05 00:00:00.934,0.0,-0.01,57.029,2.875,1562.0,-14.125,13.398,28.4,84.7,100.52,0.0,0.0,0.0,0.0,,2.0,140.072,0.0,3.027,139.998,4.844,-14.125,3.748165e-06,0.0,10.0,,,258.3
2025/10/05 00:00:00.934,0.0,-0.01,57.029,2.875,1579.0,-14.268,13.081,28.4,84.7,100.52,0.0,0.0,0.0,0.0,,2.0,139.719,0.0,3.027,139.851,4.844,-14.268,3.76375e-06,0.0,10.0,,,258.3
2025/10/05 00:00:00.934,0.0,-0.01,57.029,2.875,1596.0,-14.262,12.614,28.4,84.7,100.52,0.0,0.0,0.0,0.0,,2.0,139.226,0.0,3.027,139.395,4.844,-14.262,3.78007e-06,0.0,10.0,,,258.3
2025/10/05 00:00:00.934,0.0,-0.01,57.029,2.875,1613.0,-13.944,12.013,28.4,84.7,100.52,0.0,0.0,0.0,0.0,,2.0,138.608,0.0,3.33,138.837,5.449,-13.944,3.806207e-06,0.0,10.0,,,258.3
2025/10/05 00:00:00.934,0.0,-0.01,57.029,2.875,1630.0,-13.393,11.95,28.4,84.7,100.52,0.0,0.0,0.0,0.0,,2.0,138.581,0.0,3.33,138.765,5.449,-13.393,3.840686e-06,0.0,10.0,,,258.3
2025/10/05 00:00:00.934,0.0,-0.01,57.029,2.875,1647.0,-13.359,12.046,28.4,84.7,100.52,0.0,0.0,0.0,0.0,,2.0,138.683,0.0,3.33,138.89,5.449,-13.359,3.85575e-06,0.0,10.0,,,258.3
2025/10/05 00:00:00.934,0.0,-0.01,57.029,2.875,1664.0,-13.907,11.963,28.4,84.7,100.52,0.0,0.0,0.0,0.0,,2.0,138.555,0.0,3.633,138.817,5.752,-13.907,3.855591e-06,0.0,10.0,,,258.3
2025/10/05 00:00:00.934,0.0,-0.01,57.029,2.875,1681.0,-14.358,12.437,28.4,84.7,100.52,0.0,0.0,0.0,0.0,,2.0,139.039,0.0,3.33,139.119,5.449,-14.358,3.852441e-06,0.0,10.0,,,258.3
2025/10/05 00:00:00.934,0.0,-0.01,57.029,2.875,1698.0,-14.386,12.703,28.4,84.7,100.52,0.0,0.0,0.0,0.0,,2.0,139.32,0.0,3.33,139.35,4.844,-14.386,3.846367e-06,0.0,10.0,,,258.3
2025/10/05 00:00:00.934,0.0,-0.01,57.029,2.875,1715.0,-14.086,12.488,28.4,84.7,100.52,0.0,0.0,0.0,0.0,,2.0,139.113,0.0,3.027,139.129,5.146,-14.086,3.841525e-06,0.0,10.0,,,258.3
2025/10/05 00:00:00.934,0.0,-0.01,57.029,2.875,1732.0,-13.686,12.148,28.4,84.7,100.52,0.0,0.0,0.0,0.0,,2.0,138.772,0.0,3.33,138.947,5.449,-13.686,3.834603e-06,0.0,10.0,,,258.3
2025/10/05 00:00:00.934,0.0,-0.01,57.029,2.875,1749.0,-13.302,12.136,28.4,84.7,100.52,0.0,0.0,0.0,0.0,,2.0,138.779,0.0,3.33,139.023,5.146,-13.302,3.828102e-06,0.0,10.0,,,258.3
2025/10/05 00:00:00.934,0.0,-0.01,57.029,2.875,1766.0,-13.32,12.016,28.4,84.7,100.52,0.0,0.0,0.0,0.0,,2.0,138.651,0.0,3.33,138.888,5.146,-13.32,3.823687e-06,0.0,10.0,,,258.3
2025/10/05 00:00:00.934,0.0,-0.01,57.029,2.875,1783.0,-13.602,11.904,28.4,84.7,100.52,0.0,0.0,0.0,0.0,,2.0,138.511,0.0,3.027,138.771,4.844,-13.602,3.819436e-06,0.0,10.0,,,258.3
2025/10/05 00:00:00.934,0.0,-0.01,57.029,2.875,1800.0,-13.965,11.861,28.4,84.7,100.52,0.0,0.0,0.0,0.0,,2.0,138.446,0.0,3.33,138.662,5.146,-13.965,3.812436e-06,0.0,10.0,,,258.3
2025/10/05 00:00:00.934,0.0,-0.01,57.029,2.875,1817.0,-14.346,11.751,28.4,84.7,100.52,0.0,0.0,0.0,0.0,,2.0,138.308,0.0,3.33,138.447,5.146,-14.346,3.782592e-06,0.0,10.0,,,258.3
2025/10/05 00:00:00.934,0.0,-0.01,57.029,2.875,1834.0,-14.707,11.765,28.4,84.7,100.52,0.0,0.0,0.0,0.0,,2.0,138.303,0.0,3.027,138.36,5.146,-14.707,3.743562e-06,0.0,10.0,,,258.3
2025/10/05 00:00:00.934,0.0,-0.01,57.029,2.875,1851.0,-14.912,11.749,28.4,84.7,100.52,0.0,0.0,0.0,0.0,,2.0,138.265,0.0,3.33,138.435,4.844,-14.912,3.71442e-06,0.0,10.0,,,258.3
2025/10/05 00:00:00.934,0.0,-0.01,57.029,2.875,1868.0,-14.919,11.686,28.4,84.7,100.52,0.0,0.0,0.0,0.0,,2.0,138.197,0.0,3.33,138.362,4.844,-14.919,3.70088e-06,0.0,10.0,,,258.3
2025/10/05 00:00:00.934,0.0,-0.01,57.029,2.875,1885.0,-14.912,11.413,28.4,84.7,100.52,0.0,0.0,0.0,0.0,,2.0,137.905,0.0,3.33,138.093,4.844,-14.912,3.708581e-06,0.0,10.0,,,258.3
2025/10/05 00:00:00.934,0.0,-0.01,57.029,2.875,1902.0,-15.2,10.869,28.4,84.7,100.52,0.0,0.0,0.0,0.0,,2.0,137.294,0.0,3.33,137.571,5.146,-15.2,3.718449e-06,0.0,10.0,,,258.3
