Timestamp,Azimuth(deg),Elevation(deg)
2025/09/24 00:00:00.433,32.939,8.984
2025/09/24 00:00:01.686,36.007,8.984
2025/09/24 00:00:02.896,39.009,8.984
2025/09/24 00:00:04.103,42.022,8.984
2025/09/24 00:00:05.300,45.002,8.984
2025/09/24 00:00:06.489,48.004,8.984
2025/09/24 00:00:07.675,51.011,8.984
2025/09/24 00:00:08.880,54.01,8.984
2025/09/24 00:00:09.931,57.004,8.984
2025/09/24 00:00:11.082,60.023,8.984
2025/09/24 00:00:12.287,62.995,8.984
2025/09/24 00:00:13.466,66.005,8.984
2025/09/24 00:00:14.682,69.001,8.984
2025/09/24 00:00:15.858,71.992,8.984
2025/09/24 00:00:16.891,75.019,8.984
2025/09/24 00:00:18.052,78.016,8.984
2025/09/24 00:00:19.294,81.02,8.984
2025/09/24 00:00:20.448,83.995,8.984
2025/09/24 00:00:21.646,87.011,8.984
2025/09/24 00:00:22.864,90.002,8.984
2025/09/24 00:00:24.041,93.009,8.984
2025/09/24 00:00:25.259,96.006,8.984
2025/09/24 00:00:26.470,99.016,8.984
2025/09/24 00:00:27.633,102.007,8.984
2025/09/24 00:00:28.839,105.009,8.984
2025/09/24 00:00:29.905,108.003,8.984
2025/09/24 00:00:31.041,110.997,8.984
2025/09/24 00:00:32.224,114.018,8.984
2025/09/24 00:00:33.447,117.017,8.984
2025/09/24 00:00:34.633,120.005,8.984
2025/09/24 00:00:35.815,123.013,8.984
2025/09/24 00:00:36.864,126.012,8.984
2025/09/24 00:00:38.012,129.022,8.984
2025/09/24 00:00:39.223,132.002,8.984
2025/09/24 00:00:40.429,134.999,8.984
2025/09/24 00:00:41.627,138.012,8.984
2025/09/24 00:00:42.814,141.0,8.984
2025/09/24 00:00:43.865,144.005,8.984
2025/09/24 00:00:44.997,147.018,8.984
2025/09/24 00:00:46.196,150.001,8.984
2025/09/24 00:00:47.414,153.019,8.984
2025/09/24 00:00:48.614,155.997,8.984
2025/09/24 00:00:49.787,158.999,8.984
2025/09/24 00:00:50.835,162.003,8.984
2025/09/24 00:00:51.996,165.022,8.984
2025/09/24 00:00:53.180,168.002,8.984
2025/09/24 00:00:54.379,171.009,8.984
2025/09/24 00:00:55.619,173.995,8.984
2025/09/24 00:00:56.773,177.019,8.984
2025/09/24 00:00:57.815,180.01,8.984
2025/09/24 00:01:01.977,30.011,9.978
2025/09/24 00:01:03.420,32.947,9.978
2025/09/24 00:01:04.723,36.007,9.978
2025/09/24 00:01:05.806,39.009,9.978
2025/09/24 00:01:06.953,42.011,9.978
2025/09/24 00:01:08.152,45.007,9.978
2025/09/24 00:01:09.372,48.006,9.978
2025/09/24 00:01:10.548,51.003,9.978
2025/09/24 00:01:11.766,54.008,9.978
2025/09/24 00:01:12.956,57.004,9.978
2025/09/24 00:01:14.139,60.02,9.978
2025/09/24 00:01:15.337,62.989,9.978
2025/09/24 00:01:16.556,66.008,9.978
2025/09/24 00:01:17.753,69.007,9.978
2025/09/24 00:01:18.828,72.012,9.978
2025/09/24 00:01:19.950,75.005,9.978
2025/09/24 00:01:21.148,78.018,9.978
2025/09/24 00:01:22.323,80.993,9.978
2025/09/24 00:01:23.522,84.006,9.978
2025/09/24 00:01:24.732,87.002,9.978
2025/09/24 00:01:25.817,90.032,9.978
2025/09/24 00:01:26.937,93.001,9.978
2025/09/24 00:01:28.113,96.003,9.978
2025/09/24 00:01:29.324,98.997,9.978
2025/09/24 00:01:30.507,102.012,9.978
2025/09/24 00:01:31.705,105.02,9.978
2025/09/24 00:01:32.938,107.989,9.978
2025/09/24 00:01:34.101,111.008,9.978
2025/09/24 00:01:35.299,114.021,9.978
2025/09/24 00:01:36.519,117.009,9.978
2025/09/24 00:01:37.693,119.994,9.978
2025/09/24 00:01:38.737,123.013,9.978
2025/09/24 00:01:39.911,126.026,9.978
2025/09/24 00:01:41.122,129.003,9.978
2025/09/24 00:01:42.285,132.005,9.978
2025/09/24 00:01:43.483,135.004,9.978
2025/09/24 00:01:44.693,138.006,9.978
2025/09/24 00:01:45.748,141.006,9.978
2025/09/24 00:01:46.876,144.002,9.978
2025/09/24 00:01:48.096,147.004,9.978
2025/09/24 00:01:49.285,150.023,9.978
2025/09/24 00:01:50.469,153.008,9.978
2025/09/24 00:01:51.676,156.005,9.978
2025/09/24 00:01:52.738,158.996,9.978
2025/09/24 00:01:53.880,162.012,9.978
2025/09/24 00:01:55.082,164.997,9.978
2025/09/24 00:01:56.280,168.013,9.978
2025/09/24 00:01:57.478,171.015,9.978
2025/09/24 00:01:58.653,174.003,9.978
2025/09/24 00:01:59.698,177.019,9.978
2025/09/24 00:02:00.850,180.015,9.978
2025/09/24 00:02:05.265,30.011,10.983
2025/09/24 00:02:06.578,32.939,10.983
2025/09/24 00:02:07.836,36.012,10.983
2025/09/24 00:02:09.047,38.992,10.983
2025/09/24 00:02:10.266,42.008,10.983
2025/09/24 00:02:11.428,45.018,10.983
2025/09/24 00:02:12.626,48.009,10.983
2025/09/24 00:02:13.671,51.019,10.983
2025/09/24 00:02:14.836,54.024,10.983
2025/09/24 00:02:16.021,57.001,10.983
2025/09/24 00:02:17.248,60.003,10.983
2025/09/24 00:02:18.450,62.997,10.983
2025/09/24 00:02:19.612,65.994,10.983
2025/09/24 00:02:20.656,69.01,10.983
2025/09/24 00:02:21.811,72.02,10.983
2025/09/24 00:02:23.020,75.022,10.983
2025/09/24 00:02:24.204,77.994,10.983
2025/09/24 00:02:25.424,81.001,10.983
2025/09/24 00:02:26.612,84.014,10.983
2025/09/24 00:02:27.682,87.011,10.983
2025/09/24 00:02:28.797,89.999,10.983
2025/09/24 00:02:29.995,93.009,10.983
2025/09/24 00:02:31.205,96.019,10.983
2025/09/24 00:02:32.410,99.01,10.983
2025/09/24 00:02:33.608,102.01,10.983
2025/09/24 00:02:34.807,105.012,10.983
2025/09/24 00:02:35.983,108.0,10.983
2025/09/24 00:02:37.180,111.002,10.983
2025/09/24 00:02:38.399,114.001,10.983
2025/09/24 00:02:39.597,117.012,10.983
2025/09/24 00:02:40.644,120.016,10.983
2025/09/24 00:02:41.771,123.002,10.983
2025/09/24 00:02:42.982,126.004,10.983
2025/09/24 00:02:44.169,129.028,10.983
2025/09/24 00:02:45.373,132.002,10.983
2025/09/24 00:02:46.595,134.996,10.983
2025/09/24 00:02:47.759,138.012,10.983
2025/09/24 00:02:48.966,141.017,10.983
2025/09/24 00:02:50.167,143.994,10.983
2025/09/24 00:02:51.351,147.018,10.983
2025/09/24 00:02:52.571,150.017,10.983
2025/09/24 00:02:53.781,153.008,10.983
2025/09/24 00:02:54.944,155.999,10.983
2025/09/24 00:02:56.143,159.012,10.983
2025/09/24 00:02:57.362,161.992,10.983
2025/09/24 00:02:58.538,165.0,10.983
2025/09/24 00:02:59.612,168.016,10.983
2025/09/24 00:03:00.757,171.015,10.983
2025/09/24 00:03:01.945,173.992,10.983
2025/09/24 00:03:03.129,177.03,10.983
2025/09/24 00:03:04.340,180.002,10.983
2025/09/24 00:03:08.801,30.0,11.986
2025/09/24 00:03:10.097,32.947,11.986
2025/09/24 00:03:11.316,36.007,11.986
2025/09/24 00:03:12.514,39.009,11.986
2025/09/24 00:03:13.574,42.013,11.986
2025/09/24 00:03:14.722,45.007,11.986
2025/09/24 00:03:15.927,48.015,11.986
2025/09/24 00:03:17.104,51.0,11.986
2025/09/24 00:03:18.314,54.008,11.986
2025/09/24 00:03:19.499,57.01,11.986
2025/09/24 00:03:20.547,60.001,11.986
2025/09/24 00:03:21.697,63.027,11.986
2025/09/24 00:03:22.928,65.997,11.986
2025/09/24 00:03:24.111,69.007,11.986
2025/09/24 00:03:25.297,71.998,11.986
2025/09/24 00:03:26.498,75.016,11.986
2025/09/24 00:03:27.553,78.01,11.986
2025/09/24 00:03:28.681,80.996,11.986
2025/09/24 00:03:29.880,84.014,11.986
2025/09/24 00:03:31.111,87.002,11.986
2025/09/24 00:03:32.275,90.015,11.986
2025/09/24 00:03:33.473,92.998,11.986
2025/09/24 00:03:34.524,96.006,11.986
2025/09/24 00:03:35.682,99.043,11.986
2025/09/24 00:03:36.864,101.982,11.986
2025/09/24 00:03:38.085,105.012,11.986
2025/09/24 00:03:39.298,108.011,11.986
2025/09/24 00:03:40.458,111.008,11.986
2025/09/24 00:03:41.657,114.004,11.986
2025/09/24 00:03:42.867,117.025,11.986
2025/09/24 00:03:44.051,119.989,11.986
2025/09/24 00:03:45.271,123.018,11.986
2025/09/24 00:03:46.461,125.993,11.986
2025/09/24 00:03:47.521,129.022,11.986
2025/09/24 00:03:48.645,132.0,11.986
2025/09/24 00:03:49.843,134.999,11.986
2025/09/24 00:03:51.062,138.012,11.986
2025/09/24 00:03:52.259,141.0,11.986
2025/09/24 00:03:53.457,144.005,11.986
2025/09/24 00:03:54.532,147.018,11.986
2025/09/24 00:03:55.644,150.001,11.986
2025/09/24 00:03:56.829,153.011,11.986
2025/09/24 00:03:58.037,156.008,11.986
2025/09/24 00:03:59.237,159.007,11.986
2025/09/24 00:04:00.444,161.995,11.986
2025/09/24 00:04:01.621,165.014,11.986
2025/09/24 00:04:02.831,168.002,11.986
2025/09/24 00:04:04.015,171.012,11.986
2025/09/24 00:04:05.214,174.009,11.986
2025/09/24 00:04:06.447,177.024,11.986
2025/09/24 00:04:07.610,180.002,11.986
2025/09/24 00:04:12.205,30.0,0.966
2025/09/24 00:04:13.413,32.93,0.966
2025/09/24 00:04:14.637,36.012,0.966
2025/09/24 00:04:15.796,39.011,0.966
2025/09/24 00:04:16.995,41.997,0.966
2025/09/24 00:04:18.206,45.024,0.966
2025/09/24 00:04:19.389,48.001,0.966
2025/09/24 00:04:20.610,51.017,0.966
2025/09/24 00:04:21.820,53.999,0.966
2025/09/24 00:04:22.984,57.007,0.966
2025/09/24 00:04:24.182,60.009,0.966
2025/09/24 00:04:25.401,63.005,0.966
2025/09/24 00:04:26.453,66.002,0.966
2025/09/24 00:04:27.575,69.018,0.966
2025/09/24 00:04:28.793,72.003,0.966
2025/09/24 00:04:29.992,75.022,0.966
2025/09/24 00:04:31.167,78.007,0.966
2025/09/24 00:04:32.366,81.001,0.966
2025/09/24 00:04:33.421,84.009,0.966
2025/09/24 00:04:34.579,86.991,0.966
2025/09/24 00:04:35.771,90.026,0.966
2025/09/24 00:04:36.978,92.993,0.966
2025/09/24 00:04:38.167,96.006,0.966
2025/09/24 00:04:39.353,99.013,0.966
2025/09/24 00:04:40.411,102.018,0.966
2025/09/24 00:04:41.550,105.003,0.966
2025/09/24 00:04:42.761,108.022,0.966
2025/09/24 00:04:43.967,110.997,0.966
2025/09/24 00:04:45.151,114.004,0.966
2025/09/24 00:04:46.354,117.014,0.966
2025/09/24 00:04:47.539,120.011,0.966
2025/09/24 00:04:48.738,122.999,0.966
2025/09/24 00:04:49.969,126.023,0.966
2025/09/24 00:04:51.153,129.006,0.966
2025/09/24 00:04:52.340,132.013,0.966
2025/09/24 00:04:53.541,134.991,0.966
2025/09/24 00:04:54.729,138.015,0.966
2025/09/24 00:04:55.924,141.022,0.966
2025/09/24 00:04:57.156,143.997,0.966
2025/09/24 00:04:58.319,147.004,0.966
2025/09/24 00:04:59.374,150.017,0.966
2025/09/24 00:05:00.516,153.003,0.966
2025/09/24 00:05:01.727,156.016,0.966
2025/09/24 00:05:02.911,159.004,0.966
2025/09/24 00:05:04.139,162.003,0.966
2025/09/24 00:05:05.341,165.019,0.966
2025/09/24 00:05:06.390,167.988,0.966
2025/09/24 00:05:07.503,171.026,0.966
2025/09/24 00:05:08.702,173.995,0.966
2025/09/24 00:05:09.923,177.008,0.966
2025/09/24 00:05:11.096,180.004,0.966
2025/09/24 00:05:15.458,30.025,1.98
2025/09/24 00:05:16.922,32.93,1.98
2025/09/24 00:05:18.192,36.02,1.98
2025/09/24 00:05:19.300,38.998,1.98
2025/09/24 00:05:20.489,42.022,1.98
2025/09/24 00:05:21.691,44.991,1.98
2025/09/24 00:05:22.874,48.026,1.98
2025/09/24 00:05:24.081,51.0,1.98
2025/09/24 00:05:25.297,54.008,1.98
2025/09/24 00:05:26.370,57.012,1.98
2025/09/24 00:05:27.476,60.006,1.98
2025/09/24 00:05:28.665,63.003,1.98
2025/09/24 00:05:29.886,66.002,1.98
2025/09/24 00:05:31.058,69.026,1.98
2025/09/24 00:05:32.256,72.003,1.98
2025/09/24 00:05:33.351,75.011,1.98
2025/09/24 00:05:34.488,78.007,1.98
2025/09/24 00:05:35.651,80.996,1.98
2025/09/24 00:05:36.856,84.011,1.98
2025/09/24 00:05:38.058,87.013,1.98
2025/09/24 00:05:39.243,90.021,1.98
2025/09/24 00:05:40.283,92.993,1.98
2025/09/24 00:05:41.462,95.995,1.98
2025/09/24 00:05:42.673,99.03,1.98
2025/09/24 00:05:43.835,102.001,1.98
2025/09/24 00:05:45.036,105.009,1.98
2025/09/24 00:05:46.252,108.016,1.98
2025/09/24 00:05:47.315,110.999,1.98
2025/09/24 00:05:48.426,113.999,1.98
2025/09/24 00:05:49.646,117.023,1.98
2025/09/24 00:05:50.843,120.0,1.98
2025/09/24 00:05:52.019,123.016,1.98
2025/09/24 00:05:53.218,125.987,1.98
2025/09/24 00:05:54.275,129.039,1.98
2025/09/24 00:05:55.428,132.002,1.98
2025/09/24 00:05:56.628,135.007,1.98
2025/09/24 00:05:57.830,138.012,1.98
2025/09/24 00:05:59.019,140.989,1.98
2025/09/24 00:06:00.208,144.021,1.98
2025/09/24 00:06:01.403,146.996,1.98
2025/09/24 00:06:02.624,150.02,1.98
2025/09/24 00:06:03.819,152.989,1.98
2025/09/24 00:06:05.005,156.01,1.98
2025/09/24 00:06:06.207,159.01,1.98
2025/09/24 00:06:07.391,161.998,1.98
2025/09/24 00:06:08.590,165.022,1.98
2025/09/24 00:06:09.812,168.002,1.98
2025/09/24 00:06:10.992,171.007,1.98
2025/09/24 00:06:12.182,174.014,1.98
2025/09/24 00:06:13.393,177.011,1.98
2025/09/24 00:06:14.579,180.015,1.98
2025/09/24 00:06:18.969,29.986,2.977
2025/09/24 00:06:20.251,32.933,2.977
2025/09/24 00:06:21.526,36.004,2.977
2025/09/24 00:06:22.763,39.014,2.977
2025/09/24 00:06:23.991,42.002,2.977
2025/09/24 00:06:25.197,45.018,2.977
2025/09/24 00:06:26.224,48.004,2.977
2025/09/24 00:06:27.356,51.019,2.977
2025/09/24 00:06:28.554,53.999,2.977
2025/09/24 00:06:29.774,57.001,2.977
2025/09/24 00:06:30.948,60.02,2.977
2025/09/24 00:06:32.167,63.008,2.977
2025/09/24 00:06:33.229,66.013,2.977
2025/09/24 00:06:34.357,69.007,2.977
2025/09/24 00:06:35.541,71.998,2.977
2025/09/24 00:06:36.738,75.025,2.977
2025/09/24 00:06:37.949,78.005,2.977
2025/09/24 00:06:39.155,80.998,2.977
2025/09/24 00:06:40.207,84.0,2.977
2025/09/24 00:06:41.331,87.002,2.977
2025/09/24 00:06:42.541,90.01,2.977
2025/09/24 00:06:43.726,93.012,2.977
2025/09/24 00:06:44.934,96.019,2.977
2025/09/24 00:06:46.156,98.999,2.977
2025/09/24 00:06:47.213,102.004,2.977
2025/09/24 00:06:48.322,105.012,2.977
2025/09/24 00:06:49.516,108.033,2.977
2025/09/24 00:06:50.736,111.016,2.977
2025/09/24 00:06:51.910,113.982,2.977
2025/09/24 00:06:53.108,117.012,2.977
2025/09/24 00:06:54.202,120.016,2.977
2025/09/24 00:06:55.344,123.021,2.977
2025/09/24 00:06:56.503,125.998,2.977
2025/09/24 00:06:57.710,129.022,2.977
2025/09/24 00:06:58.912,132.002,2.977
2025/09/24 00:07:00.096,135.004,2.977
2025/09/24 00:07:01.174,138.009,2.977
2025/09/24 00:07:02.314,141.003,2.977
2025/09/24 00:07:03.502,144.01,2.977
2025/09/24 00:07:04.686,147.018,2.977
2025/09/24 00:07:05.894,150.012,2.977
2025/09/24 00:07:07.096,153.005,2.977
2025/09/24 00:07:08.302,156.013,2.977
2025/09/24 00:07:09.500,159.018,2.977
2025/09/24 00:07:10.689,161.987,2.977
2025/09/24 00:07:11.873,165.011,2.977
2025/09/24 00:07:13.081,168.013,2.977
2025/09/24 00:07:14.137,171.007,2.977
2025/09/24 00:07:15.283,174.003,2.977
2025/09/24 00:07:16.488,177.024,2.977
2025/09/24 00:07:17.673,180.015,2.977
2025/09/24 00:07:21.989,30.019,3.979
2025/09/24 00:07:23.070,32.936,3.979
2025/09/24 00:07:24.524,36.012,3.979
2025/09/24 00:07:25.795,38.998,3.979
2025/09/24 00:07:27.070,42.005,3.979
2025/09/24 00:07:28.126,45.01,3.979
2025/09/24 00:07:29.242,48.028,3.979
2025/09/24 00:07:30.444,51.017,3.979
2025/09/24 00:07:31.681,54.002,3.979
2025/09/24 00:07:32.843,56.993,3.979
2025/09/24 00:07:34.034,60.02,3.979
2025/09/24 00:07:35.254,63.005,3.979
2025/09/24 00:07:36.429,66.005,3.979
2025/09/24 00:07:37.639,69.001,3.979
2025/09/24 00:07:38.866,72.025,3.979
2025/09/24 00:07:40.021,74.997,3.979
2025/09/24 00:07:41.222,78.007,3.979
2025/09/24 00:07:42.431,81.026,3.979
2025/09/24 00:07:43.616,83.995,3.979
2025/09/24 00:07:44.843,87.016,3.979
2025/09/24 00:07:46.031,89.999,3.979
2025/09/24 00:07:47.089,93.009,3.979
2025/09/24 00:07:48.207,96.022,3.979
2025/09/24 00:07:49.406,99.002,3.979
2025/09/24 00:07:50.620,102.015,3.979
2025/09/24 00:07:51.812,104.995,3.979
2025/09/24 00:07:53.020,108.016,3.979
2025/09/24 00:07:54.080,111.005,3.979
2025/09/24 00:07:55.208,114.004,3.979
2025/09/24 00:07:56.393,117.006,3.979
2025/09/24 00:07:57.600,120.011,3.979
2025/09/24 00:07:58.800,122.996,3.979
2025/09/24 00:08:00.006,126.018,3.979
2025/09/24 00:08:01.184,129.022,3.979
2025/09/24 00:08:02.396,132.0,3.979
2025/09/24 00:08:03.580,135.002,3.979
2025/09/24 00:08:04.786,138.012,3.979
2025/09/24 00:08:06.007,141.025,3.979
2025/09/24 00:08:07.072,143.977,3.979
2025/09/24 00:08:08.175,147.023,3.979
2025/09/24 00:08:09.377,150.009,3.979
2025/09/24 00:08:10.582,153.008,3.979
2025/09/24 00:08:11.762,155.999,3.979
2025/09/24 00:08:12.961,159.012,3.979
2025/09/24 00:08:14.064,162.012,3.979
2025/09/24 00:08:15.192,165.011,3.979
2025/09/24 00:08:16.355,168.005,3.979
2025/09/24 00:08:17.563,171.004,3.979
2025/09/24 00:08:18.765,174.011,3.979
2025/09/24 00:08:19.948,177.016,3.979
2025/09/24 00:08:20.994,179.993,3.979
2025/09/24 00:08:25.337,29.981,4.971
2025/09/24 00:08:26.794,32.95,4.971
2025/09/24 00:08:28.066,36.004,4.971
2025/09/24 00:08:29.353,39.009,4.971
2025/09/24 00:08:30.542,41.997,4.971
2025/09/24 00:08:31.727,45.018,4.971
2025/09/24 00:08:32.783,48.009,4.971
2025/09/24 00:08:33.923,51.008,4.971
2025/09/24 00:08:35.134,54.002,4.971
2025/09/24 00:08:36.339,57.012,4.971
2025/09/24 00:08:37.524,60.014,4.971
2025/09/24 00:08:38.727,62.995,4.971
2025/09/24 00:08:39.910,66.024,4.971
2025/09/24 00:08:40.957,69.004,4.971
2025/09/24 00:08:42.109,72.003,4.971
2025/09/24 00:08:43.331,75.011,4.971
2025/09/24 00:08:44.512,78.018,4.971
2025/09/24 00:08:45.705,80.998,4.971
2025/09/24 00:08:46.912,84.017,4.971
2025/09/24 00:08:48.097,86.989,4.971
2025/09/24 00:08:49.318,90.021,4.971
2025/09/24 00:08:50.527,92.987,4.971
2025/09/24 00:08:51.690,96.022,4.971
2025/09/24 00:08:52.888,99.008,4.971
2025/09/24 00:08:53.952,102.021,4.971
2025/09/24 00:08:55.098,105.003,4.971
2025/09/24 00:08:56.282,108.0,4.971
2025/09/24 00:08:57.501,111.002,4.971
2025/09/24 00:08:58.698,114.021,4.971
2025/09/24 00:08:59.874,117.014,4.971
2025/09/24 00:09:00.934,120.003,4.971
2025/09/24 00:09:02.072,123.021,4.971
2025/09/24 00:09:03.282,125.998,4.971
2025/09/24 00:09:04.479,129.011,4.971
2025/09/24 00:09:05.686,132.0,4.971
2025/09/24 00:09:06.875,135.002,4.971
2025/09/24 00:09:08.060,138.02,4.971
2025/09/24 00:09:09.267,141.003,4.971
2025/09/24 00:09:10.470,144.005,4.971
2025/09/24 00:09:11.675,147.007,4.971
2025/09/24 00:09:12.859,150.017,4.971
2025/09/24 00:09:14.063,153.011,4.971
2025/09/24 00:09:15.246,155.997,4.971
2025/09/24 00:09:16.453,159.01,4.971
2025/09/24 00:09:17.668,162.006,4.971
2025/09/24 00:09:18.848,164.997,4.971
2025/09/24 00:09:19.887,168.007,4.971
2025/09/24 00:09:21.041,171.012,4.971
2025/09/24 00:09:22.247,174.011,4.971
2025/09/24 00:09:23.431,177.016,4.971
2025/09/24 00:09:24.651,180.013,4.971
2025/09/24 00:09:29.063,30.016,5.973
2025/09/24 00:09:30.354,32.936,5.973
2025/09/24 00:09:31.615,36.018,5.973
2025/09/24 00:09:32.844,39.009,5.973
2025/09/24 00:09:34.047,42.0,5.973
2025/09/24 00:09:35.209,45.018,5.973
2025/09/24 00:09:36.407,48.009,5.973
2025/09/24 00:09:37.627,51.0,5.973
2025/09/24 00:09:38.801,54.024,5.973
2025/09/24 00:09:40.022,57.007,5.973
2025/09/24 00:09:41.216,60.017,5.973
2025/09/24 00:09:42.395,63.008,5.973
2025/09/24 00:09:43.603,65.999,5.973
2025/09/24 00:09:44.804,69.01,5.973
2025/09/24 00:09:45.838,71.995,5.973
2025/09/24 00:09:47.010,75.022,5.973
2025/09/24 00:09:48.209,78.007,5.973
2025/09/24 00:09:49.398,81.001,5.973
2025/09/24 00:09:50.582,84.009,5.973
2025/09/24 00:09:51.789,87.013,5.973
2025/09/24 00:09:52.991,89.999,5.973
2025/09/24 00:09:54.197,93.023,5.973
2025/09/24 00:09:55.395,96.008,5.973
2025/09/24 00:09:56.584,99.016,5.973
2025/09/24 00:09:57.769,102.004,5.973
2025/09/24 00:09:58.818,105.009,5.973
2025/09/24 00:09:59.967,108.011,5.973
2025/09/24 00:10:01.180,110.999,5.973
2025/09/24 00:10:02.382,114.001,5.973
2025/09/24 00:10:03.567,117.014,5.973
2025/09/24 00:10:04.769,120.005,5.973
2025/09/24 00:10:05.830,123.01,5.973
2025/09/24 00:10:06.952,126.012,5.973
2025/09/24 00:10:08.152,129.011,5.973
2025/09/24 00:10:09.383,132.016,5.973
2025/09/24 00:10:10.566,134.985,5.973
2025/09/24 00:10:11.744,138.012,5.973
2025/09/24 00:10:12.810,141.008,5.973
2025/09/24 00:10:13.953,144.013,5.973
2025/09/24 00:10:15.139,146.996,5.973
2025/09/24 00:10:16.346,150.014,5.973
2025/09/24 00:10:17.573,153.005,5.973
2025/09/24 00:10:18.731,156.008,5.973
2025/09/24 00:10:19.930,159.007,5.973
2025/09/24 00:10:21.152,162.014,5.973
2025/09/24 00:10:22.324,164.992,5.973
2025/09/24 00:10:23.554,168.005,5.973
2025/09/24 00:10:24.755,171.001,5.973
2025/09/24 00:10:25.806,174.022,5.973
2025/09/24 00:10:26.915,177.013,5.973
2025/09/24 00:10:28.114,180.013,5.973
2025/09/24 00:10:32.290,30.011,6.973
2025/09/24 00:10:33.603,32.93,6.973
2025/09/24 00:10:34.702,36.004,6.973
2025/09/24 00:10:35.921,39.003,6.973
2025/09/24 00:10:37.096,42.011,6.973
2025/09/24 00:10:38.304,45.018,6.973
2025/09/24 00:10:39.506,48.012,6.973
2025/09/24 00:10:40.711,51.006,6.973
2025/09/24 00:10:41.762,54.002,6.973
2025/09/24 00:10:42.887,57.007,6.973
2025/09/24 00:10:44.097,60.017,6.973
2025/09/24 00:10:45.282,63.003,6.973
2025/09/24 00:10:46.488,66.005,6.973
2025/09/24 00:10:47.532,68.999,6.973
2025/09/24 00:10:48.710,72.02,6.973
2025/09/24 00:10:49.772,75.008,6.973
2025/09/24 00:10:50.893,78.002,6.973
2025/09/24 00:10:52.079,81.029,6.973
2025/09/24 00:10:53.282,83.992,6.973
2025/09/24 00:10:54.465,87.033,6.973
2025/09/24 00:10:55.663,89.982,6.973
2025/09/24 00:10:56.782,93.012,6.973
2025/09/24 00:10:57.894,96.006,6.973
2025/09/24 00:10:58.959,99.024,6.973
2025/09/24 00:11:00.056,102.001,6.973
2025/09/24 00:11:01.254,105.009,6.973
2025/09/24 00:11:02.474,108.008,6.973
2025/09/24 00:11:03.649,111.005,6.973
2025/09/24 00:11:04.715,114.021,6.973
2025/09/24 00:11:05.867,117.006,6.973
2025/09/24 00:11:07.078,120.005,6.973
2025/09/24 00:11:08.240,123.024,6.973
2025/09/24 00:11:09.439,125.979,6.973
2025/09/24 00:11:10.649,129.02,6.973
2025/09/24 00:11:11.833,132.005,6.973
2025/09/24 00:11:13.055,135.004,6.973
2025/09/24 00:11:14.243,138.012,6.973
2025/09/24 00:11:15.427,141.0,6.973
2025/09/24 00:11:16.625,143.999,6.973
2025/09/24 00:11:17.677,147.018,6.973
2025/09/24 00:11:18.835,150.017,6.973
2025/09/24 00:11:20.040,153.003,6.973
2025/09/24 00:11:21.239,156.002,6.973
2025/09/24 00:11:22.428,159.012,6.973
2025/09/24 00:11:23.613,162.012,6.973
2025/09/24 00:11:24.659,165.016,6.973
2025/09/24 00:11:25.810,167.996,6.973
2025/09/24 00:11:27.020,171.015,6.973
2025/09/24 00:11:28.225,174.006,6.973
2025/09/24 00:11:29.410,177.008,6.973
2025/09/24 00:11:30.612,180.007,6.973
2025/09/24 00:11:34.835,30.025,7.973
2025/09/24 00:11:36.127,32.933,7.973
2025/09/24 00:11:37.395,36.012,7.973
2025/09/24 00:11:38.586,38.995,7.973
2025/09/24 00:11:39.797,42.019,7.973
2025/09/24 00:11:40.981,45.01,7.973
2025/09/24 00:11:42.201,48.012,7.973
2025/09/24 00:11:43.411,51.014,7.973
2025/09/24 00:11:44.574,53.999,7.973
2025/09/24 00:11:45.612,57.015,7.973
2025/09/24 00:11:46.770,60.02,7.973
2025/09/24 00:11:47.980,63.0,7.973
2025/09/24 00:11:49.164,66.027,7.973
2025/09/24 00:11:50.393,69.007,7.973
2025/09/24 00:11:51.585,71.998,7.973
2025/09/24 00:11:52.758,75.025,7.973
2025/09/24 00:11:53.956,77.994,7.973
2025/09/24 00:11:55.167,81.015,7.973
2025/09/24 00:11:56.365,83.998,7.973
2025/09/24 00:11:57.558,87.002,7.973
2025/09/24 00:11:58.602,90.002,7.973
2025/09/24 00:11:59.759,93.02,7.973
2025/09/24 00:12:00.943,96.014,7.973
2025/09/24 00:12:02.149,99.008,7.973
2025/09/24 00:12:03.364,102.004,7.973
2025/09/24 00:12:04.558,105.012,7.973
2025/09/24 00:12:05.601,107.992,7.973
2025/09/24 00:12:06.737,111.024,7.973
2025/09/24 00:12:07.943,113.993,7.973
2025/09/24 00:12:09.128,117.031,7.973
2025/09/24 00:12:10.326,120.005,7.973
2025/09/24 00:12:11.570,122.999,7.973
2025/09/24 00:12:12.632,126.007,7.973
2025/09/24 00:12:13.721,129.022,7.973
2025/09/24 00:12:14.918,132.0,7.973
2025/09/24 00:12:16.137,135.007,7.973
2025/09/24 00:12:17.312,137.995,7.973
2025/09/24 00:12:18.523,141.014,7.973
2025/09/24 00:12:19.585,144.008,7.973
2025/09/24 00:12:20.728,147.015,7.973
2025/09/24 00:12:21.903,150.009,7.973
2025/09/24 00:12:23.110,153.011,7.973
2025/09/24 00:12:24.312,155.997,7.973
2025/09/24 00:12:25.510,159.01,7.973
2025/09/24 00:12:26.576,161.995,7.973
2025/09/24 00:12:27.715,165.014,7.973
2025/09/24 00:12:28.922,168.007,7.973
